"app","agent"
"sheepguy.ringtonesdownloaderfreehd","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"sheepguy.ringtonesdownloaderfreehd","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"sheepguy.ringtonesdownloaderfreehd","StoreKitUIService/1.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"sheepguy.ringtonesdownloaderfreehd","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"sheepguy.ringtonesdownloaderfreehd","MobileAsset/1.1"
"itoll.com.ntta","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"itoll.com.ntta","None"
"com.felesmagus.liberumbrarumetlux","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.felesmagus.liberumbrarumetlux","None"
"com.belo.236e5a77f650f861bc31a015c2bd93b4","KMOV%20Radar/35 CFNetwork/711.1.16 Darwin/14.0.0"
"com.belo.236e5a77f650f861bc31a015c2bd93b4","None"
"com.belo.236e5a77f650f861bc31a015c2bd93b4","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.belo.236e5a77f650f861bc31a015c2bd93b4","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.belo.236e5a77f650f861bc31a015c2bd93b4","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 QuantcastSDK/iOS_1.2.13/(null)"
"com.belo.236e5a77f650f861bc31a015c2bd93b4","MobileAsset/1.1"
"com.belo.236e5a77f650f861bc31a015c2bd93b4","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"gov.ahrq.ahrqepss","ePSSiPhone/2.40.00 CFNetwork/711.1.16 Darwin/14.0.0"
"gov.ahrq.ahrqepss","None"
"gov.ahrq.ahrqepss","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"gov.ahrq.ahrqepss","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.mobilewareinc.ontime-mnr-ad","onTime/12 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobilewareinc.ontime-mnr-ad","onTime/12 (iPad; iOS 8.1.2; Scale/2.00)"
"com.mobilewareinc.ontime-mnr-ad","None"
"com.mobilewareinc.ontime-mnr-ad","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobilewareinc.ontime-mnr-ad","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobilewareinc.ontime-mnr-ad","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.mobilewareinc.ontime-mnr-ad","StoreKitUIService/1.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.mobilewareinc.ontime-mnr-ad","MobileAsset/1.1"
"com.wsi.wsiweatherwusa-radar","WUSA%20Radar/2.7.16 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wsi.wsiweatherwusa-radar","None"
"com.wsi.wsiweatherwusa-radar","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) WUSA Radar/2.7.16"
"com.wsi.wsiweatherwusa-radar","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wsi.wsiweatherwusa-radar","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.wsi.wsiweatherwusa-radar","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.wsi.wsiweatherwusa-radar","MobileAsset/1.1"
"com.wsi.wsiweatherwusa-radar","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.wsi.wsiweatherwusa-radar","73CP3TPHE9.com.wsi.WSIWeatherWUSA-Radar"
"com.topps.huddle","HUDDLE/3.0.10 CFNetwork/711.1.16 Darwin/14.0.0"
"com.topps.huddle","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.topps.huddle","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.topps.huddle","None"
"com.topps.huddle","MobileAsset/1.1"
"com.publisher.ajarabic","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) "
"com.publisher.ajarabic","None"
"com.publisher.ajarabic","%D9%85%D8%AC%D9%84%D8%A9%20%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9/32.0.2.41.99363 CFNetwork/711.1.16 Darwin/14.0.0"
"com.publisher.ajarabic","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.publisher.ajarabic","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.publisher.ajarabic","MobileAsset/1.1"
"org.aarp.aarpnewsapp","aarp/2.3.1 CFNetwork/711.1.16 Darwin/14.0.0"
"org.aarp.aarpnewsapp","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"org.aarp.aarpnewsapp","None"
"org.aarp.aarpnewsapp","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"org.aarp.aarpnewsapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"org.aarp.aarpnewsapp","BRNetworking/2.3.1/iPad/iPhone OS-8.1.2"
"org.aarp.aarpnewsapp","MobileAsset/1.1"
"org.aarp.aarpnewsapp","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.bossrevolution.umus","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bossrevolution.umus","None"
"com.bossrevolution.umus","MobileAsset/1.1"
"com.qurankarim.quran","GoogleAnalytics/1.3 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; en-ca)"
"com.qurankarim.quran","None"
"com.qurankarim.quran","Quran/1.6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.qurankarim.quran","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.qurankarim.quran","MobileAsset/1.1"
"com.shaunbruno.easy-bart","Easy%20BART/2.2.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.shaunbruno.easy-bart","None"
"com.shaunbruno.easy-bart","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.shaunbruno.easy-bart","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.shaunbruno.easy-bart","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.shaunbruno.easy-bart","3A4P82464E.com.shaunbruno.Easy-BART"
"com.shaunbruno.easy-bart","MobileAsset/1.1"
"com.urhub.cdot","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.urhub.cdot","None"
"com.urhub.cdot","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.firsttouch.dts","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.firsttouch.dts","DreamLeague/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.firsttouch.dts","None"
"com.firsttouch.dts","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.firsttouch.dts","gamed/4.10.18.4.6.15.5.3.2 (iPad4,4; 8.1.2; 12B440; GameKit-194.15)"
"com.firsttouch.dts","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.firsttouch.dts","MobileAsset/1.1"
"com.firsttouch.dts","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.parkwhiz.parkwhiz","ParkWhiz/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.parkwhiz.parkwhiz","None"
"com.parkwhiz.parkwhiz","5G882Z36ZJ.com.parkwhiz.ParkWhiz"
"com.parkwhiz.parkwhiz","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wego.wego","Wego/369 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wego.wego","Wego/2.7.0 (iPad; iOS 8.1.2; Scale/2.00)"
"com.wego.wego","None"
"com.wego.wego","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wego.wego","MobileAsset/1.1"
"com.apartments.apartmentsapplication","Apartments/4.2.1 (iPad; iOS 8.1.2; Scale/2.00)"
"com.apartments.apartmentsapplication","None"
"com.apartments.apartmentsapplication","Apartments/20150430.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apartments.apartmentsapplication","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apartments.apartmentsapplication","275JZ6V25E.com.apartments.apartmentsapplication"
"com.apartments.apartmentsapplication","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.apartments.apartmentsapplication","MobileAsset/1.1"
"com.apartments.apartmentsapplication","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.costco.costco","Costco/2.2.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.costco.costco","None"
"com.costco.costco","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.costco.costco","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.costco.costco","MobileAsset/1.1"
"com.barnesandnoble.b-n-ereader","Nook/4.0.1.17 CFNetwork/711.1.16 Darwin/14.0.0"
"com.barnesandnoble.b-n-ereader","None"
"com.barnesandnoble.b-n-ereader","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.barnesandnoble.b-n-ereader","MobileAsset/1.1"
"com.appsmyth.mobile.smoothieking","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.appsmyth.mobile.smoothieking","None"
"com.discovery.dscipadbottle","Discovery/2072 CFNetwork/711.1.16 Darwin/14.0.0"
"com.discovery.dscipadbottle","None"
"com.discovery.dscipadbottle","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Discovery/2072"
"com.discovery.dscipadbottle","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.discovery.dscipadbottle","Mozilla/5.0 (iPad4,4; iOS 8.1.2) FreeWheelAdManager/5.16.0-r10618-201408120548;com.discovery.dscipadbottle Discovery/2072"
"com.discovery.dscipadbottle","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.discovery.dscipadbottle","MobileAsset/1.1"
"com.simonblog.iphonehandbooklite","HandbookLite/4.0.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.simonblog.iphonehandbooklite","None"
"com.simonblog.iphonehandbooklite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.simonblog.iphonehandbooklite","MobileAsset/1.1"
"com.simonblog.iphonehandbooklite","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.simonblog.iphonehandbooklite","HandbookLite/4.0.1 (iPad; iOS 8.1.2; Scale/2.00)"
"com.simonblog.iphonehandbooklite","MobileSafari/600.1.4 CFNetwork/711.1.16 Darwin/14.0.0"
"com.simonblog.iphonehandbooklite","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.grangerfx.youneedamap","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.grangerfx.youneedamap","None"
"com.panerabread.mobile.minneapolis","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.panerabread.mobile.minneapolis","None"
"com.panerabread.mobile.minneapolis","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.panerabread.mobile.minneapolis","MobileAsset/1.1"
"com.apple.movietrailers","iTunes%20Trailers/211 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apple.movietrailers","None"
"com.apple.movietrailers","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wmc.wsi","StormTrack%205/3.7.500 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wmc.wsi","None"
"com.raycommedia.wmc.wsi","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.raycommedia.wmc.wsi","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wmc.wsi","PAS655K2AM.com.raycommedia.wmc.wsi"
"com.raycommedia.wmc.wsi","MobileAsset/1.1"
"com.constantcontact.quickview","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.constantcontact.quickview","None"
"com.constantcontact.quickview","MobileAsset/1.1"
"com.transloc.rider","Rider/123 (iPad; iOS 8.1.2; Scale/2.00)"
"com.transloc.rider","Rider/123 CFNetwork/711.1.16 Darwin/14.0.0"
"com.transloc.rider","None"
"com.transloc.rider","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.transloc.rider","MobileAsset/1.1"
"com.hawthornelabs.circle","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.hawthornelabs.circle","None"
"com.mobiledatalabs.goiq","goiq/6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobiledatalabs.goiq","None"
"com.mobiledatalabs.goiq","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobiledatalabs.goiq","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.mobiledatalabs.goiq","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.propay.mobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.propay.mobile","None"
"com.propay.mobile","MobileAsset/1.1"
"com.threesidedcube.allabouthistory","Paperboy (All About History) 29.5.1 iPad"
"com.threesidedcube.allabouthistory","Paperboy/29.5.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.threesidedcube.allabouthistory","None"
"com.threesidedcube.allabouthistory","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.threesidedcube.allabouthistory","MobileAsset/1.1"
"com.gwhizmobile.gflash","gFlash/100 CFNetwork/711.1.16 Darwin/14.0.0"
"com.gwhizmobile.gflash","None"
"com.gwhizmobile.gflash","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.gwhizmobile.gflash","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.gwhizmobile.gflash","MobileAsset/1.1"
"com.skyward.mobileaccess","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.skyward.mobileaccess","None"
"com.skyward.mobileaccess","mobileaccess/1.21 CFNetwork/711.1.16 Darwin/14.0.0"
"com.jsplash.musictutorfree","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.jsplash.musictutorfree","None"
"com.jsplash.musictutorfree","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.jsplash.musictutorfree","gamed/4.10.18.4.6.15.5.3.2 (iPad4,4; 8.1.2; 12B440; GameKit-194.15)"
"com.jsplash.musictutorfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aol.aim","AIM/7.0.0.17 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aol.aim","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.aol.aim","None"
"com.aol.aim","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"net.orange-vallee.on.voicefeed","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"net.orange-vallee.on.voicefeed","None"
"net.orange-vallee.on.voicefeed","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"net.orange-vallee.on.voicefeed","MobileAsset/1.1"
"org.crosswire.pocketsword","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"org.crosswire.pocketsword","None"
"org.crosswire.pocketsword","MobileAsset/1.1"
"com.tgif.fridays","com.TGIF.Fridays/4.3.1.5 (unknown, iPhone OS 8.1.2, iPad, Scale/2.000000)"
"com.tgif.fridays","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) TGIF/4.3.1.5"
"com.tgif.fridays","None"
"com.tgif.fridays","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tgif.fridays","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.tgif.fridays","MobileAsset/1.1"
"com.tgif.fridays","TGIF/4.3.1.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.anjolee.anjolee","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.anjolee.anjolee","None"
"com.anjolee.anjolee","Anjolee/4.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.anjolee.anjolee","MobileAsset/1.1"
"com.tapaware.jobaware","JobAware/2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tapaware.jobaware","None"
"com.tapaware.jobaware","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mtb.mbanking10","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mtb.mbanking10","None"
"com.mtb.mbanking10","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.dunkinbrands.dunkinmobile","Dunkin'/3.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.dunkinbrands.dunkinmobile","None"
"com.dunkinbrands.dunkinmobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.dunkinbrands.dunkinmobile","MobileAsset/1.1"
"com.fool.motleyfool","MotleyFool 1.2"
"com.fool.motleyfool","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.fool.motleyfool","None"
"com.fool.motleyfool","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fool.motleyfool","MotleyFool/1.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fool.motleyfool","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.fool.motleyfool","MobileAsset/1.1"
"ru.persapps.ip.ismartmmsbirthday","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"ru.persapps.ip.ismartmmsbirthday","None"
"ru.persapps.ip.ismartmmsbirthday","iSmartMMS-birthday/2.0.3 CFNetwork/711.1.16 Darwin/14.0.0"
"ru.persapps.ip.ismartmmsbirthday","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"ru.persapps.ip.ismartmmsbirthday","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"ru.persapps.ip.ismartmmsbirthday","MobileAsset/1.1"
"com.pixelmags.reader.managed.aceville-publications-bodyfit","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pixelmags.reader.managed.aceville-publications-bodyfit","None"
"com.pixelmags.reader.managed.aceville-publications-bodyfit","Your%20Fitness/4.9.71 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pixelmags.reader.managed.aceville-publications-bodyfit","MobileAsset/1.1"
"com.disney.watchdisneyjunior","ABCDisneyJr/4.4.1 (iPad; iOS 8.1.2; Scale/2.00)"
"com.disney.watchdisneyjunior","None"
"com.disney.watchdisneyjunior","ABCDisneyJr/4.4.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.disney.watchdisneyjunior","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) ABCDisneyJr/4.4.1"
"com.disney.watchdisneyjunior","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.disney.watchdisneyjunior","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.disney.watchdisneyjunior","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.disney.watchdisneyjunior","MobileAsset/1.1"
"com.sparechangesoftware.quicktip1","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.sparechangesoftware.quicktip1","None"
"org.npr.nprmusic","NPR%20Music/9 CFNetwork/711.1.16 Darwin/14.0.0"
"org.npr.nprmusic","None"
"org.npr.nprmusic","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"org.npr.nprmusic","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"org.npr.nprmusic","GoogleAnalytics/1.5.1 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; en-ca)"
"org.npr.nprmusic","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"org.npr.nprmusic","MobileAsset/1.1"
"com.wellpoint.consumer.abc","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wellpoint.consumer.abc","None"
"com.wellpoint.consumer.abc","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.wellpoint.consumer.abc","itunescloudd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.wellpoint.consumer.abc","MobileAsset/1.1"
"net.sytes.translation.transforarabic","transforarabic/1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"net.sytes.translation.transforarabic","None"
"net.sytes.translation.transforarabic","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"net.sytes.translation.transforarabic","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"net.sytes.translation.transforarabic","GoogleAnalytics/2.0b3 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; en-ca)"
"net.sytes.translation.transforarabic","MobileAsset/1.1"
"com.redspell.wwfc","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.redspell.wwfc","WWFC/3.8 CFNetwork/711.1.16 Darwin/14.0.0"
"com.redspell.wwfc","None"
"com.redspell.wwfc","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.redspell.wwfc","MobileAsset/1.1"
"com.littlebeespeech.articulationstation","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.littlebeespeech.articulationstation","None"
"com.littlebeespeech.articulationstation","ArticulationStation/21 CFNetwork/711.1.16 Darwin/14.0.0"
"shoebox","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"shoebox","None"
"shoebox","MobileAsset/1.1"
"com.ludia.fifthgraderfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ludia.fifthgraderfree","None"
"com.ludia.fifthgraderfree","MobileAsset/1.1"
"edu.uic.cs.transitgenie","transitgenie/7.0 CFNetwork/711.1.16 Darwin/14.0.0"
"edu.uic.cs.transitgenie","None"
"edu.uic.cs.transitgenie","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kroger.krogermobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kroger.krogermobile","None"
"com.kroger.krogermobile","Kroger/17227 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kroger.krogermobile","H3A52WQ693.com.kroger.krogermobile"
"com.kroger.krogermobile","MobileAsset/1.1"
"com.kroger.krogermobile","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.pixelmags.reader.managed.mrs-network-diy-weddings","DIYWeddings/3.3.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pixelmags.reader.managed.mrs-network-diy-weddings","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pixelmags.reader.managed.mrs-network-diy-weddings","None"
"com.pixelmags.reader.managed.mrs-network-diy-weddings","MobileAsset/1.1"
"com.verizon.cloud","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.verizon.cloud","None"
"com.verizon.cloud","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.verizon.cloud","MobileAsset/1.1"
"com.bizpo.militaryranks","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bizpo.militaryranks","None"
"com.bizpo.militaryranks","MobileAsset/1.1"
"com.aetn.lifetime.ios.watch","LifetimeWatchApp/630 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aetn.lifetime.ios.watch","None"
"com.aetn.lifetime.ios.watch","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) LifetimeWatchApp/630"
"com.aetn.lifetime.ios.watch","TransperaSDK v3.9.0.61-fw : iPad4,4 : iPhone OS : 8.1.2"
"com.aetn.lifetime.ios.watch","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.aetn.lifetime.ios.watch","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aetn.lifetime.ios.watch","BRNetworking/630/iPad/iPhone OS-8.1.2"
"com.aetn.lifetime.ios.watch","Mozilla/5.0 (iPad4,4; iOS 8.1.2) FreeWheelAdManager/6.0.0-r10776-201503090616;com.aetn.lifetime.ios.watch LifetimeWatchApp/630"
"com.aetn.lifetime.ios.watch","MobileAsset/1.1"
"com.chargers.app","Chargers/192568 CFNetwork/711.1.16 Darwin/14.0.0"
"com.chargers.app","None"
"com.chargers.app","Chargers/3.5 (iPad; iOS 8.1.2; Scale/2.00)"
