"app","agent"
"orgajja.draw","MobileAsset/1.1"
"com.chacha.chattiprod","ChaCha/6903 CFNetwork/711.1.16 Darwin/14.0.0"
"com.chacha.chattiprod","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"net.mobilecraft.realbasketball","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"net.mobilecraft.realbasketball","realbasketball/1.9 CFNetwork/711.1.16 Darwin/14.0.0"
"net.mobilecraft.realbasketball","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"net.mobilecraft.realbasketball","MobileAsset/1.1"
"us.pandav.ridemetronorth","Embark%20Metro-North/788 CFNetwork/711.1.16 Darwin/14.0.0"
"us.pandav.ridemetronorth","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"us.pandav.ridemetronorth","MobileAsset/1.1"
"us.pandav.ridemetronorth","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.loves.connect","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.loves.connect","MobileAsset/1.1"
"com.gameresort.stupidzombies","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.gameresort.stupidzombies","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.gameresort.stupidzombies","stupidzombies/2.0.1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.gameresort.stupidzombies","Vungle/3.0.12;native"
"com.gameresort.stupidzombies","MobileAsset/1.1"
"gov.opm.status","None"
"gov.opm.status","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"gov.opm.status","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.handtechnics.baseballradargunfree","Baseball%20Radar%20Free/12 CFNetwork/711.1.16 Darwin/14.0.0"
"com.handtechnics.baseballradargunfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.handtechnics.baseballradargunfree","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.mqdp.location.infections","Infections/2.2.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mqdp.location.infections","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mqdp.location.infections","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.mqdp.location.infections","MobileAsset/1.1"
"com.maxwell.babykicksfree","CaptiveNetworkSupport-306.3.1 wispr"
"com.maxwell.babykicksfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.maxwell.babykicksfree","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.maxwell.babykicksfree","MobileAsset/1.1"
"com.twentyfour.my24","None"
"com.twentyfour.my24","My24/637 CFNetwork/711.1.16 Darwin/14.0.0"
"com.twentyfour.my24","My24 2.7.5 rv:637 (iPad; iPhone OS 8.1.2; en_CA)"
"com.twentyfour.my24","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.chu.discountcalculator","None"
"com.chu.discountcalculator","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.chu.discountcalculator","DiscountCalculator/2.1.0.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.them.lockscreen","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.them.lockscreen","LSMagic/1423906321 CFNetwork/711.1.16 Darwin/14.0.0"
"com.them.lockscreen","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.them.lockscreen","MobileAsset/1.1"
"com.hangtime.meerkat","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.hangtime.meerkat","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.hangtime.meerkat","MobileAsset/1.1"
"com.lsn.localnews146","apple;iPad4,4/iPhone OS;8.1.2/CoxNewsAppWSBTV;4.0.5"
"com.lsn.localnews146","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lsn.localnews146","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) CoxNewsAppWSBTV/2182"
"com.lsn.localnews146","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.lsn.localnews146","CoxNewsAppWSBTV/2182 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lsn.localnews146","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.taapuna.dcmetromap","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.taapuna.dcmetromap","MobileAsset/1.1"
"com.taapuna.dcmetromap","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.relayrides.ios.relayrides","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.relayrides.ios.relayrides","RelayRides/2.10.1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.relayrides.ios.relayrides","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.relayrides.ios.relayrides","MobileAsset/1.1"
"4myyv8g5vr.com.netspend","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.keybank.mobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.generamobile.mymoviemaker","mymoviemaker/1.0.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.generamobile.mymoviemaker","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.generamobile.mymoviemaker","MobileAsset/1.1"
"com.mlbam.toprank","None"
"com.mlbam.toprank","TopRank/1.0.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mlbam.toprank","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.newssynergy.chicagosuntimes","ChicagoSunTimes/47 CFNetwork/711.1.16 Darwin/14.0.0"
"com.newssynergy.chicagosuntimes","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) ChicagoSunTimes/47"
"com.newssynergy.chicagosuntimes","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.dsrtech.color-splurge","ColorSplurge/3.6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.dsrtech.color-splurge","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.dsrtech.color-splurge","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.stormyprods.radioparadise","RadioParadise/2.5.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stormyprods.radioparadise","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.stormyprods.radioparadise","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cbsradio.cbsradioplayer","cbsradioplayer/253 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cbsradio.cbsradioplayer","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cbsradio.cbsradioplayer","MobileAsset/1.1"
"com.mycompanyname.tvquran","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mycompanyname.tvquran","%D9%82%D8%B1%D8%A7%D9%86%D9%8A/2.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.swartzent.agemyfacepro","AgeMyFaceRemixPro/7.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.swartzent.agemyfacepro","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.swartzent.agemyfacepro","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.swartzent.agemyfacepro","MobileAsset/1.1"
"com.avvo.lastcall","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.avvo.lastcall","CaptiveNetworkSupport-306.3.1 wispr"
"com.avvo.lastcall","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.avvo.lastcall","MobileAsset/1.1"
"com.avvo.lastcall","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.avvo.lastcall","iPad4,4/8.1.2 (12B440)"
"com.avvo.lastcall","None"
"gettaxi.co.uk","GetTaxi/6010012 CFNetwork/711.1.16 Darwin/14.0.0"
"gettaxi.co.uk","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"gettaxi.co.uk","MobileAsset/1.1"
"com.ilegendsoft.photoframefree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ilegendsoft.photoframefree","PicFrame%20Free/125 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ilegendsoft.photoframefree","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.ilegendsoft.photoframefree","MobileAsset/1.1"
"com.locationet.amaze","None"
"com.locationet.amaze","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.locationet.amaze","amAze/5.3.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.drizly.drizly","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.efirstbank.mobilebanking","iPad4,4/8.1.2 (12B440)"
"com.efirstbank.mobilebanking","CaptiveNetworkSupport-306.3.1 wispr"
"com.efirstbank.mobilebanking","server-bag [iPhone OS,8.1.2,12B440,iPad4,4]"
"com.efirstbank.mobilebanking","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.efirstbank.mobilebanking","None"
"com.efirstbank.mobilebanking","MobileAsset/1.1"
"com.geico.glovebox","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.geico.glovebox","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.geico.glovebox","GEICO/34.28 CFNetwork/711.1.16 Darwin/14.0.0"
"com.geico.glovebox","MobileAsset/1.1"
"com.stocktouch.stocktouch","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stocktouch.stocktouch","iPad4,4/8.1.2 (12B440)"
"com.stocktouch.stocktouch","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stocktouch.stocktouch","StockTouch/4.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stocktouch.stocktouch","None"
"com.roku.ios.roku","CaptiveNetworkSupport-306.3.1 wispr"
"com.roku.ios.roku","iPad4,4/8.1.2 (12B440)"
"com.roku.ios.roku","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.roku.ios.roku","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stofledesigns.dicewithbuddiesfree","DiceWithBuddiesFree/6008 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stofledesigns.dicewithbuddiesfree","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.stofledesigns.dicewithbuddiesfree","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.stofledesigns.dicewithbuddiesfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stofledesigns.dicewithbuddiesfree","MobileAsset/1.1"
"com.stofledesigns.dicewithbuddiesfree","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.turner.cnvideoapp","None"
"com.turner.cnvideoapp","iPad4,4/8.1.2 (12B440)"
"com.turner.cnvideoapp","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) CN/454"
"com.turner.cnvideoapp","CN/454 CFNetwork/711.1.16 Darwin/14.0.0"
"com.turner.cnvideoapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.turner.cnvideoapp","MobileAsset/1.1"
"com.turner.cnvideoapp","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.appeum.mortgagecalculatorpad","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.appeum.mortgagecalculatorpad","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.appeum.mortgagecalculatorpad","Mortgage/3.4.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.appeum.mortgagecalculatorpad","CaptiveNetworkSupport-306.3.1 wispr"
"com.appeum.mortgagecalculatorpad","server-bag [iPhone OS,8.1.2,12B440,iPad4,4]"
"com.appeum.mortgagecalculatorpad","iPad4,4/8.1.2 (12B440)"
"com.appeum.mortgagecalculatorpad","None"
"com.tcf.tcf","TCF_Bank/4.10.124 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tcf.tcf","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tcf.tcf","348ZANMD7P.com.tcf.tcf"
"com.tcf.tcf","MobileAsset/1.1"
"com.waveline.nabd","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.waveline.nabd","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.waveline.nabd","Nabd/2.9 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fusepowered.jaws2","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fusepowered.jaws2","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fusepowered.jaws2","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.yinzcam.nfl.colts","Colts/14 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yinzcam.nfl.colts","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.yinzcam.nfl.colts","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wave.wsi","None"
"com.raycommedia.wave.wsi","WAVE%20Radar/3.7.501 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wave.wsi","3LGGKPX65B.com.raycommedia.wave.wsi"
"com.raycommedia.wave.wsi","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.raycommedia.wave.wsi","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wave.wsi","MobileAsset/1.1"
"com.tvalabama.-340-weather","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tvalabama.-340-weather","CaptiveNetworkSupport-306.3.1 wispr"
"com.tvalabama.-340-weather","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tvalabama.-340-weather","3340%20Weather/2.7.17 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tvalabama.-340-weather","8EW64BQT66.com.tvalabama.-340-Weather"
"com.tvalabama.-340-weather","None"
"com.tvalabama.-340-weather","MobileAsset/1.1"
"com.imago.lab","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.imago.lab","Smart%20Medical/1.3.8 CFNetwork/711.1.16 Darwin/14.0.0"
"com.imago.lab","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.kiwiobjects.vb01iap","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kiwiobjects.vb01iap","VisualBudget/1.291 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kiwiobjects.vb01iap","MobileAsset/1.1"
"com.kiwiobjects.vb01iap","iPad4,4/8.1.2 (12B440)"
"com.kiwiobjects.vb01iap","None"
"com.polygonplay.kids-fish-game","None"
"com.polygonplay.kids-fish-game","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.polygonplay.kids-fish-game","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.polygonplay.kids-fish-game","MobileAsset/1.1"
"com.storytree.simpleprints","simpleprints/3701 (iPad; iOS 8.1.2; Scale/2.00)"
"com.storytree.simpleprints","simpleprints/3701 CFNetwork/711.1.16 Darwin/14.0.0"
"com.storytree.simpleprints","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.euclidus.fx.math","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.euclidus.fx.math","CaptiveNetworkSupport-306.3.1 wispr"
"com.euclidus.fx.math","iPad4,4/8.1.2 (12B440)"
"com.euclidus.fx.math","FX%20Math%202.0/5.6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.euclidus.fx.math","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.euclidus.fx.math","None"
"com.hahaas.ringtones.topvol2ads","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.hahaas.ringtones.topvol2ads","None"
"com.weberstephen.freeapp","weber_free_app/90 (iPad; iOS 8.1.2; Scale/2.00)"
"com.weberstephen.freeapp","weber_free_app/90 CFNetwork/711.1.16 Darwin/14.0.0"
"com.weberstephen.freeapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.weberstephen.freeapp","MobileAsset/1.1"
"com.kyk.emoji3free","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.kyk.emoji3free","Emoji%20Free/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kyk.emoji3free","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kyk.emoji3free","MobileAsset/1.1"
"com.lsn.localnews323","pns-hou/15004.1.4774 (iPad4,4; iOS 8.1.2; Scale/2.00)"
"com.lsn.localnews323","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lsn.localnews323","pns-hou/15004.1.4774 CFNetwork/711.1.16 Darwin/14.0.0"
"com.intuit.gopayment","557365722d4167656e743a200d0a"
"com.intuit.gopayment","GoPayment/6.1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.intuit.gopayment","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bestbuy.buyphone","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bestbuy.buyphone","CaptiveNetworkSupport-306.3.1 wispr"
"com.bestbuy.buyphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bestbuy.buyphone","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.bestbuy.buyphone","iPad4,4/8.1.2 (12B440)"
"com.bestbuy.buyphone","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.bestbuy.buyphone","MobileAsset/1.1"
"com.ionaudio.apprentice","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ionaudio.apprentice","Apprentice/1.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ionaudio.apprentice","iPad4,4/8.1.2 (12B440)"
"com.cwd.nov21","ConsumerWatchdog/1.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cwd.nov21","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cwd.nov21","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.presselite.typewalkfree","Type%20&%20Walk/1.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.presselite.typewalkfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.presselite.typewalkfree","None"
"com.presselite.typewalkfree","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.presselite.typewalkfree","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.presselite.typewalkfree","MobileAsset/1.1"
"com.slader.sladerreader","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.slader.sladerreader","Slader/177 CFNetwork/711.1.16 Darwin/14.0.0"
"com.slader.sladerreader","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.slader.sladerreader","MobileAsset/1.1"
"com.nbcuni.nbcconnecticut.weather","CT%20Weather/2.7.16 CFNetwork/711.1.16 Darwin/14.0.0"
"com.nbcuni.nbcconnecticut.weather","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.nbcuni.nbcconnecticut.weather","VFBSD3EVJ3.com.nbcuni.nbcconnecticut.weather"
"com.nbcuni.nbcconnecticut.weather","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.mobgen.pimpmytext","iPad4,4/8.1.2 (12B440)"
"com.mobgen.pimpmytext","Pimp%20My%20Text%20Lite/8.0.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobgen.pimpmytext","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.mobgen.pimpmytext","CaptiveNetworkSupport-306.3.1 wispr"
"com.mobgen.pimpmytext","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobgen.pimpmytext","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobgen.pimpmytext","None"
"com.nicusa.drivertestiphonemd","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.nicusa.drivertestiphonemd","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.nicusa.drivertestiphonemd","iPad4,4/8.1.2 (12B440)"
"com.nicusa.drivertestiphonemd","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.nicusa.drivertestiphonemd","None"
"com.roadahead.roadahead","iPad4,4/8.1.2 (12B440)"
"com.roadahead.roadahead","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.roadahead.roadahead","CaptiveNetworkSupport-306.3.1 wispr"
"com.roadahead.roadahead","RoadAhead/140925 CFNetwork/711.1.16 Darwin/14.0.0"
"com.roadahead.roadahead","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.roadahead.roadahead","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.roadahead.roadahead","MobileAsset/1.1"
"com.opubco.oklahoman","Oklahoman/4.1.1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.opubco.oklahoman","itunesstored/1.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.opubco.oklahoman","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.opubco.oklahoman","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.opubco.oklahoman","MobileAsset/1.1"
"com.scoresandodds.iphone","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.scoresandodds.iphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.freecloud.stackthecountrieslite","Stack%20the%20Countries%20Lite/2.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.freecloud.stackthecountrieslite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.freecloud.stackthecountrieslite","com.apple.siri.analyzer/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.freecloud.stackthecountrieslite","MobileAsset/1.1"
"com.emergencystandard.ice","None"
"com.emergencystandard.ice","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.emergencystandard.ice","MobileAsset/1.1"
"com.ovguide.app","OVGuide/5.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ovguide.app","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lynxapp.5atma","Khatma/3.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lynxapp.5atma","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.lynxapp.5atma","GoogleAnalytics/1.4 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; ar-ca)"
"com.lynxapp.5atma","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lynxapp.5atma","MobileAsset/1.1"
"com.coupons.coupons","None"
"com.coupons.coupons","Coupons/3.2.1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.coupons.coupons","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.coupons.coupons","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.senscare.heartfitness","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.senscare.heartfitness","MobileAsset/1.1"
"com.toptencappers.iodds","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.toptencappers.iodds","iOdds/3.8.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.toptencappers.iodds","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.toptencappers.iodds","None"
"com.principal.mobile","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.principal.mobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.danielchoi.openmbta","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.danielchoi.openmbta","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.danielchoi.openmbta","OpenMBTA/1.4.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.danielchoi.openmbta","7YS3XLR6HL.com.danielchoi.openMBTA"
"com.att.attconnect","SpringBoard/50 CFNetwork/711.1.16 Darwin/14.0.0"
"com.att.attconnect","iPad4,4/8.1.2 (12B440)"
