"app","agent"
"com.doapps.61930f86521c97f776f54356358d2dc2","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.61930f86521c97f776f54356358d2dc2","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.61930f86521c97f776f54356358d2dc2","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 QuantcastSDK/iOS_1.2.13/(null)"
"com.doapps.61930f86521c97f776f54356358d2dc2","MobileAsset/1.1"
"com.doapps.61930f86521c97f776f54356358d2dc2","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.telenav.scout","ScoutFree/2.3.0.10 (iPad; iOS 8.1.2; Scale/2.00)"
"com.telenav.scout","ScoutFree/2.3.0.10 CFNetwork/711.1.16 Darwin/14.0.0"
"com.telenav.scout","TeleNav Client/1.0"
"com.telenav.scout","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.telenav.scout","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.olo.noodles","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ally.auto","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 (341479568){AAOS Mobile IOS/2.1.0}"
"com.ally.auto","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ally.auto","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.espn.watchespn","iPad OS/8.1.2; WatchESPN; 1.9.1 build 431"
"com.espn.watchespn","WatchESPN/431 CFNetwork/711.1.16 Darwin/14.0.0"
"com.espn.watchespn","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) WatchESPN/431"
"com.espn.watchespn","WatchESPN Player SDK 1.0.3 (43) (iOS 8.1.2 iPad)"
"com.espn.watchespn","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.espn.watchespn","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"org.mygreatlakes.greatlakesmobile.iphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"arish.tmug","Tehran%20Metro%20Ultimate%20Guide/1.3.1 CFNetwork/711.1.16 Darwin/14.0.0"
"arish.tmug","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"arish.tmug","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"arish.tmug","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.fotoable.instavideo","InstaVideo/2.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fotoable.instavideo","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.botw.mbanking.store","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.botw.mbanking.store","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.botw.mbanking.store","MobileAsset/1.1"
"net.woo.swipefree","SwipeFree/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"net.woo.swipefree","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"net.woo.swipefree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.rodale.bicycling","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Bicycling/32.2.0.123.99983"
"com.rodale.bicycling","Bicycling/32.2.0.123.99983 CFNetwork/711.1.16 Darwin/14.0.0"
"com.rodale.bicycling","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.rodale.bicycling","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.elboxo.ebayfees","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.medplus.icare360","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.medplus.icare360","MobileAsset/1.1"
"com.medplus.icare360","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.cigna.mobile.mycigna","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cinemark.cinemarkapp","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.cinemark.cinemarkapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cinemark.cinemarkapp","com.apple.siri.analyzer/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.clearchannel.iheartradio.connect","iHeartRadio/20150420.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.clearchannel.iheartradio.connect","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.clearchannel.iheartradio.connect","iHeartRadio/20150420.3 (iPad; iOS 8.1.2; Scale/2.00)"
"com.immaculateinfatuation.development","Infatuation/59 CFNetwork/711.1.16 Darwin/14.0.0"
"com.immaculateinfatuation.development","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.woodfieldlabs.dailydevotion","DailyDevotion/4.6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.woodfieldlabs.dailydevotion","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wxix.wsi","FOX19%20WX/3.7.501 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wxix.wsi","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycommedia.wxix.wsi","S2PWE2ZLQA.com.raycommedia.wxix.wsi"
"com.macu.mfm","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.1800contacts.1800contacts","800%20Contacts/4.3.0.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.1800contacts.1800contacts","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.1800contacts.1800contacts","com.1800contacts.1800contacts/4.3.0.1 (unknown, iPhone OS 8.1.2, iPad, Scale/2.000000)"
"com.1800contacts.1800contacts","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.redspell.whatstheword.su","WTW-iPhone/2.2.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.redspell.whatstheword.su","Word? 2.2 rv:2.2.1 (iPad; iPhone OS 8.1.2; en_CA)"
"com.redspell.whatstheword.su","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.newspaperdirect.bostonglobe","BostonGlobe/20150423 CFNetwork/711.1.16 Darwin/14.0.0"
"com.newspaperdirect.bostonglobe","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fico.myfico.myfico","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tastemade.eats","Tastemade%20City/1503111056 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tastemade.eats","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"isignlite.idev2.com","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.univision.noticias","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.univision.noticias","Univision/2446 CFNetwork/711.1.16 Darwin/14.0.0"
"com.univision.noticias","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Univision/2446"
"com.univision.noticias","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mqdp.location.weirdwords","WeirdWords/2.2.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mqdp.location.weirdwords","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.edupad.elementary","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.loudcrow.toontales","ToonTales/2.4 CFNetwork/711.1.16 Darwin/14.0.0"
"com.loudcrow.toontales","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.loudcrow.toontales","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.fedex.office.print","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.hearsttelevision.tornado.koco","Tornadoes/5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.hearsttelevision.tornado.koco","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.handmark.tweetcaster","TweetCaster/4.2.1.20362 CFNetwork/711.1.16 Darwin/14.0.0"
"com.handmark.tweetcaster","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.handmark.tweetcaster","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.amazon.myhabit","MYHABIT/4.5.0 (iPad Mini 2; iPhone OS 8.1.2)"
"com.amazon.myhabit","MYHABIT/4.5.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.amazon.myhabit","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.penfed.penfediphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.penfed.penfediphone","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.cbcnm.iapp.now.wfxt","Mozilla/5.0 (iPad; U; CPU OS 8.1.2 like Mac OS X; en) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B367 Safari/531.21.10 wfxt/3.78.16020 "
"com.cbcnm.iapp.now.wfxt","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.developmentnow.manheimapp","Manheim/145.0.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.developmentnow.manheimapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.glu.zombsniper","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.glu.zombsniper","zombsniper/3.1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.glu.zombsniper","MMSDK/4.5.3"
"com.glu.zombsniper","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.jusoft.pimpyourtext","Jusgramm/4.8.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.jusoft.pimpyourtext","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.jusoft.pimpyourtext","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.comcast.comcastott","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wrcb.wrcb-radar","WRCB%20Radar/3.7.401 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wrcb.wrcb-radar","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wrcb.wrcb-radar","CMUMWA33RQ.com.wrcb.WRCB-Radar"
"com.btgs.pocketexpenselite","PocketExpense/5.4.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.btgs.pocketexpenselite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"org.usaswimming.deckpass","Appcelerator Titanium/3.1.3.GA (iPad/8.1.2; iPhone OS; en_CA;)"
"org.usaswimming.deckpass","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"org.usaswimming.deckpass","com.apple.siri.analyzer/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.sharebuilder.sharebuildermobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.scoutlookweather.scoutlookdeerlogiphone","SL%3A%20DeerLog/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.scoutlookweather.scoutlookdeerlogiphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.go.abclocal.ktrk.weather","KTRK/239 CFNetwork/711.1.16 Darwin/14.0.0"
"com.go.abclocal.ktrk.weather","KTRK 3.0.3 (iPhone OS 8.1.2 - iPad, com.go.abclocal.ktrk.weather)"
"com.go.abclocal.ktrk.weather","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.go.abclocal.ktrk.weather","Mozilla/5.0 (iPad4,4; iOS 8.1.2) FreeWheelAdManager/5.15.0-r10563-201406220253;com.go.abclocal.ktrk.weather KTRK/239"
"com.go.abclocal.ktrk.weather","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.go.abclocal.ktrk.weather","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.openmetrics.bdtips","BillDance/3.0.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.openmetrics.bdtips","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.btgs.checkbookfree","PocketCheckBook/7 CFNetwork/711.1.16 Darwin/14.0.0"
"com.btgs.checkbookfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apploi","Apploi/15043001 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apploi","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apptivateme.chicagotribune","Chicago Tribune/3.3.4 (iPad; iOS 8.1.2; Scale/2.00)"
"com.apptivateme.chicagotribune","Chicago%20Tribune/3.3.4 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apptivateme.chicagotribune","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.apptivateme.chicagotribune","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.chase","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.chase","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.gnc.gnc","GNC/3.5.6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.gnc.gnc","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.gnc.gnc","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.smallgreenmen.lovecalc","TheLoveCalCulator/2.051 CFNetwork/711.1.16 Darwin/14.0.0"
"com.smallgreenmen.lovecalc","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.smallgreenmen.lovecalc","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.smallgreenmen.lovecalc","StoreKitUIService/1.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.target.cartwheel","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Cartwheel/500"
"com.target.cartwheel","Cartwheel/500 CFNetwork/711.1.16 Darwin/14.0.0"
"com.target.cartwheel","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"xymob.geoqpons","GeoQpons/26 CFNetwork/711.1.16 Darwin/14.0.0"
"xymob.geoqpons","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.watson.ensign","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fluidesign.mobileroadie.281","Taylor Swift 5.2.3 (iPad4,4; iPhone OS 8.1.2; en_CA; Phone)"
"com.fluidesign.mobileroadie.281","gzip"
"com.fluidesign.mobileroadie.281","Demo/5.2.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fluidesign.mobileroadie.281","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.ebseg.alrajhibank.ebank.iphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.intuit.taxcaster","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.intuit.taxcaster","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"ca.icoder.lima","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wdtinc.whdhwx","WHDHWX/64 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wdtinc.whdhwx","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.paypal-prepaid","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.paypal-prepaid","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.progressive.progressiveapp","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.progressive.progressiveapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ohranger.parkfinder","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.ohranger.parkfinder","ParkFinder/381 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ohranger.parkfinder","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ohranger.parkfinder","E6EQ9YH67Y.com.ohranger.parkfinder"
"com.lagardereunlimited.disneyprincessroyalball","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lagardereunlimited.disneyprincessroyalball","disneyprincessroyalball/1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.jlrd.proximit","ProximiT/1.5.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.jlrd.proximit","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.c0fddd289b98a85ca53e9a912581ad71","KING%205/23 CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.c0fddd289b98a85ca53e9a912581ad71","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.c0fddd289b98a85ca53e9a912581ad71","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.delivery.delivery","delivery.com/3.0.11 CFNetwork/711.1.16 Darwin/14.0.0"
"com.delivery.delivery","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.thegrint.grint","TheGrint/5.8.5.7 CFNetwork/711.1.16 Darwin/14.0.0"
"com.thegrint.grint","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yinzcam.nfl.no","Saints/6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yinzcam.nfl.no","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.yinzcam.nfl.no","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yinzcam.nfl.no","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.city-data.businesssearch","BizLocator/1.23.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.city-data.businesssearch","YRFXFVJ4KZ.com.city-data.businesssearch"
"com.city-data.businesssearch","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.diamondfoods.perfectpop","Perfect%20Pop/1.115 CFNetwork/711.1.16 Darwin/14.0.0"
"com.diamondfoods.perfectpop","Perfect Pop/1.115 (iPad; iOS 8.1.2; Scale/2.00)"
"com.diamondfoods.perfectpop","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.americanredcross.wildfire","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.americanredcross.wildfire","American%20Red%20Cross%20Disaster_Wildfire/2.0.4 CFNetwork/711.1.16 Darwin/14.0.0"
"com.americanredcross.wildfire","Wildfire/1.9 (iPad; 8.1.2; CA; en)"
"co.yellowlab.monogram-lite","Monogram%20Lite/90 CFNetwork/711.1.16 Darwin/14.0.0"
"co.yellowlab.monogram-lite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.accelastudy.lite.spanish","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pns-det.newsreader","pns-det/15004.2.2413 (iPad4,4; iOS 8.1.2; Scale/2.00)"
"com.pns-det.newsreader","pns-det/15004.2.2413 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pns-det.newsreader","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.go.abclocal.kabcapp","KABC/4.0.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.go.abclocal.kabcapp","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.go.abclocal.kabcapp","Mozilla/5.0 (iPad4,4; iOS 8.1.2) FreeWheelAdManager/5.13.1.1-r10481-201404030829;com.go.abclocal.kabcapp KABC/4.0.0"
"com.go.abclocal.kabcapp","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.go.abclocal.kabcapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.alphapod.bibleverses","com.alphapod.bibleverses/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.timeinc.essence.ipad.inapp","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) ESSENCE/3.28"
"com.timeinc.essence.ipad.inapp","ESSENCE/3.28 CFNetwork/711.1.16 Darwin/14.0.0"
"com.timeinc.essence.ipad.inapp","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.timeinc.essence.ipad.inapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.detroitlabs.cavsmobile","Cavaliers/5 CFNetwork/711.1.16 Darwin/14.0.0"
"org.collegeboard.qotd","SAT%20QOTD/16 CFNetwork/711.1.16 Darwin/14.0.0"
"org.collegeboard.qotd","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"org.collegeboard.qotd","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 (5181131600)"
"org.collegeboard.qotd","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"neil.harris.kalmsutrainapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.citigroup.citimobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.myapps.nysubwayapp","NYSubviewPro/1.91 CFNetwork/711.1.16 Darwin/14.0.0"
"com.myapps.nysubwayapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.myapps.nysubwayapp","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"org.medhelp.imexpecting","Im%20Expecting/2.2.0 CFNetwork/711.1.16 Darwin/14.0.0"
"org.medhelp.imexpecting","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"org.medhelp.imexpecting","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kirklands.spintowin","SpinToWin/2142 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kirklands.spintowin","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.nelnet.loanassist","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.usamp.mobile","iPoll/2.37.15 CFNetwork/711.1.16 Darwin/14.0.0"
"com.usamp.mobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aetn.history.iphone.historyhere","HISTORY%20Here/58 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aetn.history.iphone.historyhere","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aetn.history.iphone.historyhere","HISTORY Here/3.1 (iPad; iOS 8.1.2; Scale/2.00)"
"br.com.easytaxi.easytaxi","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"br.com.easytaxi.easytaxi","Easy%20Taxi/437 CFNetwork/711.1.16 Darwin/14.0.0"
"br.com.easytaxi.easytaxi","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.chevron.techron2go","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wellpoint.consumer.abcbs","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.wellpoint.consumer.abcbs","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.ncr.hsr.whichwich","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.junobe.ios.junowallet","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.junobe.ios.junowallet","JunoWallet/8004 CFNetwork/711.1.16 Darwin/14.0.0"
"com.junobe.ios.junowallet","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.junobe.ios.junowallet","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.zoninsider.fastedits","FastEdits/1.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.zoninsider.fastedits","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.zoninsider.fastedits","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.zoninsider.fastedits","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.clozure.learningtouch.bobbooks.readingmagiclite","readingmagiclite/2.7 CFNetwork/711.1.16 Darwin/14.0.0"
"com.clozure.learningtouch.bobbooks.readingmagiclite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.punicasoft.camzoom","PocketCamLite/2.0.4 CFNetwork/711.1.16 Darwin/14.0.0"
"com.punicasoft.camzoom","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.punicasoft.camzoom","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.shutterfly.sharesitesapp","ShareSites/1.3.2.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.shutterfly.sharesitesapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.shutterfly.sharesitesapp","MobileAsset/1.1"
"com.snapfinger.mobile.cpk","Cpk/3555 CFNetwork/711.1.16 Darwin/14.0.0"
"com.snapfinger.mobile.cpk","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.snapfinger.mobile.cpk","GQ3P87236U.com.snapfinger.mobile.cpk"
"com.six8t.instacropfree","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.six8t.instacropfree","InstaFitBLUR/4.0.0 CFNetwork/711.1.16 Darwin/14.0.0"
